Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,max_concurrent_tasks,aggregation_queries_count,total_queries_count,ts_submit,ts_submit_dt,ts_submit_dt2,standard_queries_count,first_name_queries_count,last_name_queries_count,country_queries_count,other_queries_count,estimated_shards
733,733,733,733,1,5,40,1161810316716,2006-10-25 21:05:16.716,2006-09-19 22:54:06.936393695,35,9,8,8,10,1
734,734,734,734,1,40,390,1161810456716,2006-10-25 21:07:36.716,2006-09-19 22:54:06.980231950,350,141,66,87,56,1
735,735,735,735,1,9,50,1161810823716,2006-10-25 21:13:43.716,2006-09-19 22:54:07.095150804,41,20,3,10,8,1
736,736,736,736,1,1,10,1161812658716,2006-10-25 21:44:18.716,2006-09-19 22:54:07.669745074,9,4,2,2,1,1
737,737,737,737,1,1,10,1161814675716,2006-10-25 22:17:55.716,2006-09-19 22:54:08.301329075,9,2,2,2,3,1
738,738,738,738,1,6,60,1161816373716,2006-10-25 22:46:13.716,2006-09-19 22:54:08.833024481,54,16,13,13,12,1
739,739,739,739,1,56,530,1161816758716,2006-10-25 22:52:38.716,2006-09-19 22:54:08.953579682,474,131,118,118,107,1
740,740,740,740,1,7,60,1161817992716,2006-10-25 23:13:12.716,2006-09-19 22:54:09.339982587,53,10,13,13,17,1
741,741,741,741,1,5,60,1161818604716,2006-10-25 23:23:24.716,2006-09-19 22:54:09.531618387,55,15,13,13,14,1
742,742,742,742,1,4,30,1161819121716,2006-10-25 23:32:01.716,2006-09-19 22:54:09.693506800,26,11,4,6,5,1
743,743,743,743,1,48,390,1161819340716,2006-10-25 23:35:40.716,2006-09-19 22:54:09.762082356,342,135,75,65,67,1
744,744,744,744,2,48,570,1161819583716,2006-10-25 23:39:43.716,2006-09-19 22:54:09.838173041,522,113,130,130,149,1
745,745,745,745,1,7,40,1161820020716,2006-10-25 23:47:00.716,2006-09-19 22:54:09.975011022,33,10,8,8,7,1
746,746,746,746,1,6,60,1161820205716,2006-10-25 23:50:05.716,2006-09-19 22:54:10.032940145,54,19,12,13,10,1
747,747,747,747,2,69,530,1161820342716,2006-10-25 23:52:22.716,2006-09-19 22:54:10.075839009,461,209,82,90,80,1
748,748,748,748,1,7,40,1161820386716,2006-10-25 23:53:06.716,2006-09-19 22:54:10.089616746,33,9,8,8,8,1
749,749,749,749,1,15,110,1161820689716,2006-10-25 23:58:09.716,2006-09-19 22:54:10.184495255,95,31,23,23,18,1
750,750,750,750,1,31,470,1161821866716,2006-10-26 00:17:46.716,2006-09-19 22:54:10.553049727,439,101,109,109,120,1
751,751,751,751,1,74,390,1161822873716,2006-10-26 00:34:33.716,2006-09-19 22:54:10.868372032,316,91,79,79,67,1
752,752,752,752,1,66,460,1161822896716,2006-10-26 00:34:56.716,2006-09-19 22:54:10.875574031,394,85,98,98,113,1
753,753,753,753,1,11,110,1161823138716,2006-10-26 00:38:58.716,2006-09-19 22:54:10.951351586,99,23,24,24,28,1
754,754,754,754,1,33,470,1161823653716,2006-10-26 00:47:33.716,2006-09-19 22:54:11.112613738,437,133,109,109,86,1
755,755,755,755,1,6,40,1161824509716,2006-10-26 01:01:49.716,2006-09-19 22:54:11.380653354,34,7,8,8,11,1
756,756,756,756,2,81,570,1161825174716,2006-10-26 01:12:54.716,2006-09-19 22:54:11.588885065,489,191,114,122,62,1
757,757,757,757,2,80,620,1161825775716,2006-10-26 01:22:55.716,2006-09-19 22:54:11.777076430,540,133,135,135,137,1
758,758,758,758,1,11,60,1161826153716,2006-10-26 01:29:13.716,2006-09-19 22:54:11.895439719,49,19,11,10,9,1
759,759,759,759,1,6,40,1161826555716,2006-10-26 01:35:55.716,2006-09-19 22:54:12.021318136,34,9,8,8,9,1
760,760,760,760,1,7,100,1161827151716,2006-10-26 01:45:51.716,2006-09-19 22:54:12.207943850,93,28,23,23,19,1
761,761,761,761,1,51,530,1161827636716,2006-10-26 01:53:56.716,2006-09-19 22:54:12.359812091,479,168,104,117,90,1
762,762,762,762,1,5,60,1161828689716,2006-10-26 02:11:29.716,2006-09-19 22:54:12.689538394,55,16,13,13,13,1
763,763,763,763,10,286,1770,1161829271716,2006-10-26 02:21:11.716,2006-09-19 22:54:12.871780282,1484,495,344,363,282,3
764,764,764,764,10,97,1770,1161830343716,2006-10-26 02:39:03.716,2006-09-19 22:54:13.207456063,1673,679,287,415,292,3
765,765,765,765,1,5,40,1161830986716,2006-10-26 02:49:46.716,2006-09-19 22:54:13.408798905,35,16,8,5,6,1
766,766,766,766,1,26,160,1161831893716,2006-10-26 03:04:53.716,2006-09-19 22:54:13.692808171,134,50,25,33,26,1
767,767,767,767,1,7,40,1161832313716,2006-10-26 03:11:53.716,2006-09-19 22:54:13.824322936,33,13,8,6,6,1
768,768,768,768,1,1,10,1161833320716,2006-10-26 03:28:40.716,2006-09-19 22:54:14.139645241,9,4,2,2,1,1
769,769,769,769,1,27,160,1161834696716,2006-10-26 03:51:36.716,2006-09-19 22:54:14.570512661,133,62,19,32,20,1
770,770,770,770,1,2,40,1161834778716,2006-10-26 03:52:58.716,2006-09-19 22:54:14.596189353,38,16,6,9,7,1
771,771,771,771,1,7,40,1161835371716,2006-10-26 04:02:51.716,2006-09-19 22:54:14.781875676,33,15,4,8,6,1
772,772,772,772,1,2,30,1161835886716,2006-10-26 04:11:26.716,2006-09-19 22:54:14.943137828,28,10,6,7,5,1
773,773,773,773,1,3,30,1161836128716,2006-10-26 04:15:28.716,2006-09-19 22:54:15.018915383,27,12,4,6,5,1
774,774,774,774,3,83,490,1161855512716,2006-10-26 09:38:32.716,2006-09-19 22:54:21.088634908,407,166,69,97,75,1
775,775,775,775,1,1,10,1161855733716,2006-10-26 09:42:13.716,2006-09-19 22:54:21.157836725,9,1,2,2,4,1
776,776,776,776,1,1,10,1161856109716,2006-10-26 09:48:29.716,2006-09-19 22:54:21.275573752,9,2,2,2,3,1
777,777,777,777,1,1,10,1161856230716,2006-10-26 09:50:30.716,2006-09-19 22:54:21.313462530,9,1,2,2,4,1
778,778,778,778,1,1,10,1161856621716,2006-10-26 09:57:01.716,2006-09-19 22:54:21.435896513,9,1,2,2,4,1
779,779,779,779,1,1,10,1161857137716,2006-10-26 10:05:37.716,2006-09-19 22:54:21.597471796,9,2,2,2,3,1
780,780,780,780,1,1,10,1161857316716,2006-10-26 10:08:36.716,2006-09-19 22:54:21.653522136,9,2,2,2,3,1
781,781,781,781,1,1,10,1161857574716,2006-10-26 10:12:54.716,2006-09-19 22:54:21.734309777,9,4,2,2,1,1
782,782,782,782,1,1,10,1161857740716,2006-10-26 10:15:40.716,2006-09-19 22:54:21.786289422,9,2,2,2,3,1
783,783,783,783,1,1,10,1161858122716,2006-10-26 10:22:02.716,2006-09-19 22:54:21.905905232,9,3,2,2,2,1
784,784,784,784,3,37,490,1161858337716,2006-10-26 10:25:37.716,2006-09-19 22:54:21.973228267,453,146,104,113,90,1
785,785,785,785,1,1,10,1161858817716,2006-10-26 10:33:37.716,2006-09-19 22:54:22.123530855,9,3,2,2,2,1
786,786,786,786,1,1,10,1161859015716,2006-10-26 10:36:55.716,2006-09-19 22:54:22.185530673,9,2,2,2,3,1
787,787,787,787,1,1,10,1161859248716,2006-10-26 10:40:48.716,2006-09-19 22:54:22.258490054,9,3,2,2,2,1
788,788,788,788,1,1,10,1161859406716,2006-10-26 10:43:26.716,2006-09-19 22:54:22.307964656,9,3,2,2,2,1
789,789,789,789,1,3,20,1161859568716,2006-10-26 10:46:08.716,2006-09-19 22:54:22.358691780,17,7,3,4,3,1
790,790,790,790,1,12,170,1161888094716,2006-10-26 18:41:34.716,2006-09-19 22:54:31.291049352,158,39,39,39,41,1
791,791,791,791,1,8,60,1161889935716,2006-10-26 19:12:15.716,2006-09-19 22:54:31.867522405,52,18,12,13,9,1
792,792,792,792,1,1,10,1161890188716,2006-10-26 19:16:28.716,2006-09-19 22:54:31.946744394,9,1,2,2,4,1
793,793,793,793,1,11,80,1161890501716,2006-10-26 19:21:41.716,2006-09-19 22:54:32.044754207,69,33,15,16,5,1
794,794,794,794,10,93,1770,1161890715716,2006-10-26 19:25:15.716,2006-09-19 22:54:32.111764111,1677,625,360,408,284,3
795,795,795,795,1,10,60,1161895955716,2006-10-26 20:52:35.716,2006-09-19 22:54:33.752567367,50,18,11,11,10,1
796,796,796,796,1,11,60,1161896146716,2006-10-26 20:55:46.716,2006-09-19 22:54:33.812375272,49,14,12,12,11,1
797,797,797,797,1,12,90,1161896349716,2006-10-26 20:59:09.716,2006-09-19 22:54:33.875940741,78,16,19,19,24,1
798,798,798,798,10,273,1770,1161899093716,2006-10-26 21:44:53.716,2006-09-19 22:54:34.735170538,1497,689,344,326,138,3
799,799,799,799,1,1,10,1161899941716,2006-10-26 21:59:01.716,2006-09-19 22:54:35.000705111,9,3,2,2,2,1
800,800,800,800,1,1,10,1161900241716,2006-10-26 22:04:01.716,2006-09-19 22:54:35.094644228,9,1,2,2,4,1
801,801,801,801,1,1,10,1161900453716,2006-10-26 22:07:33.716,2006-09-19 22:54:35.161027872,9,4,2,2,1,1
802,802,802,802,1,1,10,1161900602716,2006-10-26 22:10:02.716,2006-09-19 22:54:35.207684300,9,3,2,2,2,1
803,803,803,803,1,1,10,1161901116716,2006-10-26 22:18:36.716,2006-09-19 22:54:35.368633322,9,3,2,2,2,1
804,804,804,804,1,5,50,1161901266716,2006-10-26 22:21:06.716,2006-09-19 22:54:35.415602881,45,20,7,11,7,1
805,805,805,805,1,8,50,1161901464716,2006-10-26 22:24:24.716,2006-09-19 22:54:35.477602698,42,13,10,10,9,1
806,806,806,806,1,9,50,1161901776716,2006-10-26 22:29:36.716,2006-09-19 22:54:35.575299381,41,15,8,10,8,1
807,807,807,807,1,32,170,1161903327716,2006-10-26 22:55:27.716,2006-09-19 22:54:36.060964619,138,33,34,34,37,1
808,808,808,808,1,2,20,1161903717716,2006-10-26 23:01:57.716,2006-09-19 22:54:36.183085472,18,6,4,4,4,1
809,809,809,809,1,1,10,1161903750716,2006-10-26 23:02:30.716,2006-09-19 22:54:36.193418775,9,2,2,2,3,1
810,810,810,810,1,11,60,1161903814716,2006-10-26 23:03:34.716,2006-09-19 22:54:36.213459120,49,13,12,12,12,1
811,811,811,811,10,311,1770,1161904184716,2006-10-26 23:09:44.716,2006-09-19 22:54:36.329317366,1459,634,330,232,263,3
812,812,812,812,1,1,20,1161904297716,2006-10-26 23:11:37.716,2006-09-19 22:54:36.364701100,19,9,3,4,3,1
813,813,813,813,1,1,10,1161904369716,2006-10-26 23:12:49.716,2006-09-19 22:54:36.387246488,9,2,2,2,3,1
814,814,814,814,1,1,10,1161904655716,2006-10-26 23:17:35.716,2006-09-19 22:54:36.476801780,9,2,2,2,3,1
815,815,815,815,1,6,50,1161904973716,2006-10-26 23:22:53.716,2006-09-19 22:54:36.576377245,44,19,7,10,8,1
816,816,816,816,1,6,50,1161904984716,2006-10-26 23:23:04.716,2006-09-19 22:54:36.579821679,44,8,11,11,14,1
817,817,817,817,1,6,60,1161906640716,2006-10-26 23:50:40.716,2006-09-19 22:54:37.098365609,54,16,13,13,12,1
818,818,818,818,1,3,60,1161906836716,2006-10-26 23:53:56.716,2006-09-19 22:54:37.159739166,57,27,8,11,11,1
819,819,819,819,1,1,10,1161906889716,2006-10-26 23:54:49.716,2006-09-19 22:54:37.176335077,9,1,2,2,4,1
820,820,820,820,1,10,60,1161907154716,2006-10-26 23:59:14.716,2006-09-19 22:54:37.259314631,50,13,12,12,13,1
821,821,821,821,1,3,60,1161907749716,2006-10-27 00:09:09.716,2006-09-19 22:54:37.445627214,57,18,14,14,11,1
822,822,822,822,1,6,60,1161907915716,2006-10-27 00:11:55.716,2006-09-19 22:54:37.497606859,54,26,11,7,10,1
823,823,823,823,1,8,80,1161908013716,2006-10-27 00:13:33.716,2006-09-19 22:54:37.528293638,72,26,16,18,12,1
824,824,824,824,1,7,60,1161908143716,2006-10-27 00:15:43.716,2006-09-19 22:54:37.569000589,53,26,11,8,8,1
825,825,825,825,1,15,80,1161908732716,2006-10-27 00:25:32.716,2006-09-19 22:54:37.753434390,65,30,6,16,13,1
826,826,826,826,1,1,10,1161910314716,2006-10-27 00:51:54.716,2006-09-19 22:54:38.248806671,9,2,2,2,3,1
827,827,827,827,1,1,10,1161910994716,2006-10-27 01:03:14.716,2006-09-19 22:54:38.461735338,9,3,2,2,2,1
828,828,828,828,1,9,60,1161911623716,2006-10-27 01:13:43.716,2006-09-19 22:54:38.658694354,51,24,6,12,9,1
829,829,829,829,10,208,1770,1161914019716,2006-10-27 01:53:39.716,2006-09-19 22:54:39.408954774,1562,424,390,390,358,3
830,830,830,830,1,4,50,1161916635716,2006-10-27 02:37:15.716,2006-09-19 22:54:40.228103881,46,10,11,11,14,1
831,831,831,831,1,1,10,1161930030716,2006-10-27 06:20:30.716,2006-09-19 22:54:44.422485487,9,2,2,2,3,1
832,832,832,832,1,1,10,1161930353716,2006-10-27 06:25:53.716,2006-09-19 22:54:44.523626603,9,2,2,2,3,1
833,833,833,833,1,3,40,1161931392716,2006-10-27 06:43:12.716,2006-09-19 22:54:44.848969081,37,9,9,9,10,1
834,834,834,834,1,6,50,1161931534716,2006-10-27 06:45:34.716,2006-09-19 22:54:44.893433597,44,22,6,8,8,1
835,835,835,835,1,5,50,1161931867716,2006-10-27 06:51:07.716,2006-09-19 22:54:44.997706017,45,16,9,11,9,1
836,836,836,836,1,1,10,1161932151716,2006-10-27 06:55:51.716,2006-09-19 22:54:45.086635049,9,3,2,2,2,1
837,837,837,837,3,53,510,1161934426716,2006-10-27 07:33:46.716,2006-09-19 22:54:45.799006691,457,193,61,113,90,1
838,838,838,838,1,8,60,1161935161716,2006-10-27 07:46:01.716,2006-09-19 22:54:46.029157530,52,19,12,12,9,1
839,839,839,839,1,1,10,1161935727716,2006-10-27 07:55:27.716,2006-09-19 22:54:46.206389332,9,2,2,2,3,1
840,840,840,840,1,3,60,1161936170716,2006-10-27 08:02:50.716,2006-09-19 22:54:46.345106096,57,11,14,14,18,1
841,841,841,841,1,58,390,1161937126716,2006-10-27 08:18:46.716,2006-09-19 22:54:46.644458751,332,152,58,73,49,1
842,842,842,842,1,4,60,1161937269716,2006-10-27 08:21:09.716,2006-09-19 22:54:46.689236397,56,17,14,14,11,1
843,843,843,843,1,1,10,1161975840716,2006-10-27 19:04:00.716,2006-09-19 22:54:58.766988761,9,1,2,2,4,1
844,844,844,844,1,1,10,1161976090716,2006-10-27 19:08:10.716,2006-09-19 22:54:58.845271359,9,4,2,2,1,1
845,845,845,845,1,1,10,1161976790716,2006-10-27 19:19:50.716,2006-09-19 22:54:59.064462634,9,1,2,2,4,1
846,846,846,846,1,6,100,1161978952716,2006-10-27 19:55:52.716,2006-09-19 22:54:59.741450542,94,42,17,19,16,1
847,847,847,847,1,1,10,1161979615716,2006-10-27 20:06:55.716,2006-09-19 22:54:59.949055992,9,4,2,2,1,1
848,848,848,848,1,12,100,1161979706716,2006-10-27 20:08:26.716,2006-09-19 22:54:59.977550858,88,39,20,19,10,1
849,849,849,849,1,13,100,1161980105716,2006-10-27 20:15:05.716,2006-09-19 22:55:00.102489884,87,38,19,17,13,1
850,850,850,850,1,1,10,1161980293716,2006-10-27 20:18:13.716,2006-09-19 22:55:00.161358398,9,3,2,2,2,1
851,851,851,851,1,1,10,1161980632716,2006-10-27 20:23:52.716,2006-09-19 22:55:00.267509601,9,3,2,2,2,1
852,852,852,852,1,1,10,1161980779716,2006-10-27 20:26:19.716,2006-09-19 22:55:00.313539769,9,1,2,2,4,1
853,853,853,853,1,1,10,1161980886716,2006-10-27 20:28:06.716,2006-09-19 22:55:00.347044721,9,4,2,2,1,1
854,854,854,854,1,8,100,1161980986716,2006-10-27 20:29:46.716,2006-09-19 22:55:00.378357760,92,32,20,22,18,1
855,855,855,855,1,1,10,1161981720716,2006-10-27 20:42:00.716,2006-09-19 22:55:00.608195468,9,4,2,2,1,1
856,856,856,856,1,5,100,1161982426716,2006-10-27 20:53:46.716,2006-09-19 22:55:00.829265525,95,42,18,21,14,1
857,857,857,857,1,12,100,1161982578716,2006-10-27 20:56:18.716,2006-09-19 22:55:00.876861345,88,27,22,22,17,1
858,858,858,858,1,1,10,1161983114716,2006-10-27 21:05:14.716,2006-09-19 22:55:01.044699235,9,4,2,2,1,1
859,859,859,859,1,1,10,1161983347716,2006-10-27 21:09:07.716,2006-09-19 22:55:01.117658616,9,4,2,2,1,1
860,860,860,860,1,1,10,1161984571716,2006-10-27 21:29:31.716,2006-09-19 22:55:01.500930217,9,4,2,2,1,1
861,861,861,861,1,1,10,1161985606716,2006-10-27 21:46:46.716,2006-09-19 22:55:01.825020173,9,1,2,2,4,1
862,862,862,862,1,1,10,1161986096716,2006-10-27 21:54:56.716,2006-09-19 22:55:01.978454065,9,2,2,2,3,1
863,863,863,863,1,3,30,1161986872716,2006-10-27 22:07:52.716,2006-09-19 22:55:02.221443249,27,9,6,6,6,1
864,864,864,864,1,1,10,1161988119716,2006-10-27 22:28:39.716,2006-09-19 22:55:02.611916849,9,2,2,2,3,1
865,865,865,865,1,8,60,1161988348716,2006-10-27 22:32:28.716,2006-09-19 22:55:02.683623709,52,25,5,12,10,1
866,866,866,866,10,129,1770,1161989173716,2006-10-27 22:46:13.716,2006-09-19 22:55:02.941956282,1641,657,252,404,328,3
867,867,867,867,1,6,90,1161991995716,2006-10-27 23:33:15.716,2006-09-19 22:55:03.825610250,84,38,13,19,14,1
868,868,868,868,1,17,100,1161992677716,2006-10-27 23:44:37.716,2006-09-19 22:55:04.039165177,83,31,20,18,14,1
869,869,869,869,10,339,1770,1161996970716,2006-10-28 00:56:10.716,2006-09-19 22:55:05.383433952,1431,321,357,357,396,3
870,870,870,870,1,1,10,1161997701716,2006-10-28 01:08:21.716,2006-09-19 22:55:05.612332268,9,1,2,2,4,1
871,871,871,871,1,20,230,1161998915716,2006-10-28 01:28:35.716,2006-09-19 22:55:05.992472565,210,101,32,36,41,1
872,872,872,872,1,1,10,1161999188716,2006-10-28 01:33:08.716,2006-09-19 22:55:06.077957162,9,1,2,2,4,1
873,873,873,873,1,6,60,1161999719716,2006-10-28 01:41:59.716,2006-09-19 22:55:06.244229400,54,24,11,12,7,1
874,874,874,874,10,95,1770,1162000482716,2006-10-28 01:54:42.716,2006-09-19 22:55:06.483147890,1675,345,418,418,494,3
875,875,875,875,1,1,10,1162000806716,2006-10-28 02:00:06.716,2006-09-19 22:55:06.584602137,9,2,2,2,3,1
876,876,876,876,1,1,10,1162001098716,2006-10-28 02:04:58.716,2006-09-19 22:55:06.676036211,9,3,2,2,2,1
877,877,877,877,1,1,10,1162002148716,2006-10-28 02:22:28.716,2006-09-19 22:55:07.004823123,9,2,2,2,3,1
878,878,878,878,1,1,10,1162002283716,2006-10-28 02:24:43.716,2006-09-19 22:55:07.047095726,9,3,2,2,2,1
879,879,879,879,1,1,10,1162002548716,2006-10-28 02:29:08.716,2006-09-19 22:55:07.130075280,9,3,2,2,2,1
880,880,880,880,1,1,10,1162002779716,2006-10-28 02:32:59.716,2006-09-19 22:55:07.202408401,9,3,2,2,2,1
881,881,881,881,10,266,1770,1162002850716,2006-10-28 02:34:10.716,2006-09-19 22:55:07.224640659,1504,695,152,361,296,3
882,882,882,882,1,1,10,1162002923716,2006-10-28 02:35:23.716,2006-09-19 22:55:07.247499177,9,1,2,2,4,1
883,883,883,883,1,1,10,1162003048716,2006-10-28 02:37:28.716,2006-09-19 22:55:07.286640476,9,2,2,2,3,1
884,884,884,884,1,1,10,1162003106716,2006-10-28 02:38:26.716,2006-09-19 22:55:07.304802039,9,4,2,2,1,1
885,885,885,885,1,1,10,1162003239716,2006-10-28 02:40:39.716,2006-09-19 22:55:07.346448381,9,2,2,2,3,1
886,886,886,886,1,1,10,1162003406716,2006-10-28 02:43:26.716,2006-09-19 22:55:07.398741157,9,1,2,2,4,1
887,887,887,887,9,190,2220,1162003948716,2006-10-28 02:52:28.716,2006-09-19 22:55:07.568457830,2030,631,506,498,395,3
888,888,888,888,1,1,10,1162004219716,2006-10-28 02:56:59.716,2006-09-19 22:55:07.653316166,9,3,2,2,2,1
889,889,889,889,1,1,10,1162004479716,2006-10-28 03:01:19.716,2006-09-19 22:55:07.734730068,9,4,2,2,1,1
890,890,890,890,1,1,10,1162006759716,2006-10-28 03:39:19.716,2006-09-19 22:55:08.448667362,9,2,2,2,3,1
891,891,891,891,1,1,10,1162007958716,2006-10-28 03:59:18.716,2006-09-19 22:55:08.824110703,9,2,2,2,3,1
892,892,892,892,1,1,10,1162011732716,2006-10-28 05:02:12.716,2006-09-19 22:55:10.005864804,9,4,2,2,1,1
893,893,893,893,1,1,10,1162015328716,2006-10-28 06:02:08.716,2006-09-19 22:55:11.131881695,9,4,2,2,1,1
894,894,894,894,1,1,10,1162027515716,2006-10-28 09:25:15.716,2006-09-19 22:55:14.948001786,9,1,2,2,4,1
895,895,895,895,1,1,10,1162027643716,2006-10-28 09:27:23.716,2006-09-19 22:55:14.988082477,9,2,2,2,3,1
896,896,896,896,1,1,10,1162027927716,2006-10-28 09:32:07.716,2006-09-19 22:55:15.077011508,9,2,2,2,3,1
897,897,897,897,1,1,10,1162028053716,2006-10-28 09:34:13.716,2006-09-19 22:55:15.116465938,9,4,2,2,1,1
898,898,898,898,1,1,10,1162031555716,2006-10-28 10:32:35.716,2006-09-19 22:55:16.213048572,9,3,2,2,2,1
899,899,899,899,1,1,10,1162031631716,2006-10-28 10:33:51.716,2006-09-19 22:55:16.236846481,9,2,2,2,3,1
900,900,900,900,1,1,10,1162031800716,2006-10-28 10:36:40.716,2006-09-19 22:55:16.289765518,9,3,2,2,2,1
901,901,901,901,1,1,10,1162031926716,2006-10-28 10:38:46.716,2006-09-19 22:55:16.329219947,9,4,2,2,1,1
902,902,902,902,1,1,10,1162033808716,2006-10-28 11:10:08.716,2006-09-19 22:55:16.918531346,9,4,2,2,1,1
903,903,903,903,1,1,10,1162033960716,2006-10-28 11:12:40.716,2006-09-19 22:55:16.966127165,9,1,2,2,4,1
904,904,904,904,1,1,10,1162100076716,2006-10-29 05:34:36.716,2006-09-19 22:55:37.669056187,9,2,2,2,3,1
905,905,905,905,1,1,10,1162100161716,2006-10-29 05:36:01.716,2006-09-19 22:55:37.695672270,9,3,2,2,2,1
906,906,906,906,1,1,10,1162100627716,2006-10-29 05:43:47.716,2006-09-19 22:55:37.841591033,9,1,2,2,4,1
907,907,907,907,1,9,90,1162100707716,2006-10-29 05:45:07.716,2006-09-19 22:55:37.866641465,81,29,16,20,16,1
908,908,908,908,10,157,1770,1162100856716,2006-10-29 05:47:36.716,2006-09-19 22:55:37.913297893,1613,361,403,403,446,3
909,909,909,909,1,3,30,1162152388716,2006-10-29 20:06:28.716,2006-09-19 22:55:54.049533272,27,6,6,6,9,1
910,910,910,910,1,1,10,1162153578716,2006-10-29 20:26:18.716,2006-09-19 22:55:54.422158439,9,1,2,2,4,1
911,911,911,911,1,1,10,1162154079716,2006-10-29 20:34:39.716,2006-09-19 22:55:54.579036766,9,1,2,2,4,1
912,912,912,912,1,1,10,1162154598716,2006-10-29 20:43:18.716,2006-09-19 22:55:54.741551440,9,3,2,2,2,1
913,913,913,913,1,1,10,1162154873716,2006-10-29 20:47:53.716,2006-09-19 22:55:54.827662297,9,1,2,2,4,1
914,914,914,914,6,116,880,1162155061716,2006-10-29 20:51:01.716,2006-09-19 22:55:54.886530811,764,173,191,191,209,1
915,915,915,915,1,1,10,1162155768716,2006-10-29 21:02:48.716,2006-09-19 22:55:55.107913999,9,3,2,2,2,1
916,916,916,916,1,1,10,1162156302716,2006-10-29 21:11:42.716,2006-09-19 22:55:55.275125628,9,2,2,2,3,1
917,917,917,917,1,23,120,1162157254716,2006-10-29 21:27:34.716,2006-09-19 22:55:55.573225762,97,22,24,24,27,1
918,918,918,918,1,31,190,1162158001716,2006-10-29 21:40:01.716,2006-09-19 22:55:55.807134165,159,56,34,38,31,1
919,919,919,919,1,1,10,1162158020716,2006-10-29 21:40:20.716,2006-09-19 22:55:55.813083642,9,1,2,2,4,1
920,920,920,920,1,1,10,1162162030716,2006-10-29 22:47:10.716,2006-09-19 22:55:57.068736516,9,2,2,2,3,1
921,921,921,921,1,1,10,1162172331716,2006-10-30 01:38:51.716,2006-09-19 22:56:00.294292687,9,3,2,2,2,1
922,922,922,922,1,22,120,1162173691716,2006-10-30 02:01:31.716,2006-09-19 22:56:00.720150021,98,23,24,24,27,1
923,923,923,923,1,1,10,1162175046716,2006-10-30 02:24:06.716,2006-09-19 22:56:01.144441703,9,3,2,2,2,1
924,924,924,924,1,1,10,1162175374716,2006-10-30 02:29:34.716,2006-09-19 22:56:01.247148471,9,2,2,2,3,1
925,925,925,925,1,1,10,1162175946716,2006-10-30 02:39:06.716,2006-09-19 22:56:01.426259056,9,2,2,2,3,1
926,926,926,926,1,1,10,1162176151716,2006-10-30 02:42:31.716,2006-09-19 22:56:01.490450786,9,4,2,2,1,1
927,927,927,927,1,27,210,1162176359716,2006-10-30 02:45:59.716,2006-09-19 22:56:01.555581908,183,56,45,45,37,1
928,928,928,928,1,56,390,1162176762716,2006-10-30 02:52:42.716,2006-09-19 22:56:01.681773456,334,107,81,80,66,1
929,929,929,929,10,156,1770,1162176878716,2006-10-30 02:54:38.716,2006-09-19 22:56:01.718096581,1614,743,179,386,306,3
930,930,930,930,1,2,40,1162177485716,2006-10-30 03:04:45.716,2006-09-19 22:56:01.908166730,38,11,9,9,9,1
931,931,931,931,1,1,10,1162178109716,2006-10-30 03:15:09.716,2006-09-19 22:56:02.103560094,9,1,2,2,4,1
932,932,932,932,1,1,10,1162178591716,2006-10-30 03:23:11.716,2006-09-19 22:56:02.254488944,9,2,2,2,3,1
933,933,933,933,1,1,10,1162179189716,2006-10-30 03:33:09.716,2006-09-19 22:56:02.441740918,9,2,2,2,3,1
934,934,934,934,1,1,10,1162180601716,2006-10-30 03:56:41.716,2006-09-19 22:56:02.883881032,9,4,2,2,1,1
935,935,935,935,1,4,50,1162180771716,2006-10-30 03:59:31.716,2006-09-19 22:56:02.937113199,46,15,11,11,9,1
936,936,936,936,1,1,10,1162181093716,2006-10-30 04:04:53.716,2006-09-19 22:56:03.037941185,9,1,2,2,4,1
937,937,937,937,1,1,10,1162181459716,2006-10-30 04:10:59.716,2006-09-19 22:56:03.152546909,9,2,2,2,3,1
938,938,938,938,1,8,120,1162181670716,2006-10-30 04:14:30.716,2006-09-19 22:56:03.218617422,112,43,23,26,20,1
939,939,939,939,1,1,10,1162182164716,2006-10-30 04:22:44.716,2006-09-19 22:56:03.373303835,9,1,2,2,4,1
940,940,940,940,1,1,10,1162182296716,2006-10-30 04:24:56.716,2006-09-19 22:56:03.414637047,9,3,2,2,2,1
941,941,941,941,10,235,1770,1162182254716,2006-10-30 04:24:14.716,2006-09-19 22:56:03.401485571,1535,440,383,383,329,3
942,942,942,942,1,1,10,1162182554716,2006-10-30 04:29:14.716,2006-09-19 22:56:03.495424689,9,3,2,2,2,1
943,943,943,943,1,1,10,1162182935716,2006-10-30 04:35:35.716,2006-09-19 22:56:03.614727368,9,4,2,2,1,1
944,944,944,944,1,1,10,1162183954716,2006-10-30 04:52:34.716,2006-09-19 22:56:03.933807238,9,2,2,2,3,1
945,945,945,945,1,1,10,1162184391716,2006-10-30 04:59:51.716,2006-09-19 22:56:04.070645219,9,4,2,2,1,1
946,946,946,946,1,1,10,1162190889716,2006-10-30 06:48:09.716,2006-09-19 22:56:06.105366509,9,1,2,2,4,1
947,947,947,947,1,1,10,1162191115716,2006-10-30 06:51:55.716,2006-09-19 22:56:06.176133978,9,1,2,2,4,1
948,948,948,948,1,1,10,1162191292716,2006-10-30 06:54:52.716,2006-09-19 22:56:06.231558057,9,1,2,2,4,1
