Unnamed: 0,max_concurrent_tasks,aggregation_queries_count,total_queries_count,ts_submit,ts_submit_dt,standard_queries_count,first_name_queries_count,last_name_queries_count,country_queries_count,other_queries_count
728,1,3,40,1161808892716,2006-09-20 04:36:07.254580389,37,17,9,5,6
729,1,2,40,1161809044716,2006-09-20 04:36:08.307247437,38,10,9,9,10
730,1,2,40,1161809383716,2006-09-20 04:36:10.654971971,38,15,7,9,7
731,1,10,60,1161809563716,2006-09-20 04:36:11.901551370,50,19,9,12,10
732,1,8,60,1161809635716,2006-09-20 04:36:12.400183130,52,17,13,12,10
733,1,5,40,1161810316716,2006-09-20 04:36:17.116408522,35,14,7,8,6
734,1,40,390,1161810456716,2006-09-20 04:36:18.085970276,350,120,85,80,65
735,1,9,50,1161810823716,2006-09-20 04:36:20.627607161,41,8,10,10,13
736,1,1,10,1161812658716,2006-09-20 04:36:33.335791587,9,3,2,2,2
737,1,1,10,1161814675716,2006-09-20 04:36:47.304406294,9,3,2,2,2
738,1,6,60,1161816373716,2006-09-20 04:36:59.063805289,54,24,7,13,10
739,1,56,530,1161816758716,2006-09-20 04:37:01.730100114,474,146,118,118,92
740,1,7,60,1161817992716,2006-09-20 04:37:10.276094437,53,15,13,13,12
741,1,5,60,1161818604716,2006-09-20 04:37:14.514464392,55,16,13,13,13
742,1,4,30,1161819121716,2006-09-20 04:37:18.094917443,26,7,6,6,7
743,1,48,390,1161819340716,2006-09-20 04:37:19.611589045,342,74,85,85,98
744,1,48,570,1161819583716,2006-09-20 04:37:21.294471233,522,145,130,130,117
745,1,7,40,1161820020716,2006-09-20 04:37:24.320888996,33,9,8,8,8
746,1,6,60,1161820205716,2006-09-20 04:37:25.602095600,54,24,13,11,6
747,1,69,530,1161820342716,2006-09-20 04:37:26.550881031,461,124,115,115,107
748,1,7,40,1161820386716,2006-09-20 04:37:26.855600440,33,9,8,8,8
749,1,15,110,1161820689716,2006-09-20 04:37:28.954009094,95,25,23,23,24
750,1,31,470,1161821866716,2006-09-20 04:37:37.105253274,439,124,109,109,97
751,1,74,390,1161822873716,2006-09-20 04:37:44.079172466,316,119,55,79,63
752,1,66,460,1161822896716,2006-09-20 04:37:44.238457611,394,178,66,94,56
753,1,11,110,1161823138716,2006-09-20 04:37:45.914414358,99,19,24,24,32
754,1,33,470,1161823653716,2006-09-20 04:37:49.481016527,437,172,70,109,86
755,1,6,40,1161824509716,2006-09-20 04:37:55.409194112,34,10,8,8,8
756,1,81,570,1161825174716,2006-09-20 04:38:00.014612446,489,219,88,97,85
757,1,80,620,1161825775716,2006-09-20 04:38:04.176802550,540,266,77,124,73
758,1,11,60,1161826153716,2006-09-20 04:38:06.794619287,49,21,10,12,6
759,1,6,40,1161826555716,2006-09-20 04:38:09.578646611,34,13,7,8,6
760,1,7,100,1161827151716,2006-09-20 04:38:13.706209509,93,46,20,12,15
761,1,51,530,1161827636716,2006-09-20 04:38:17.065048445,479,170,107,108,94
762,1,5,60,1161828689716,2006-09-20 04:38:24.357537927,55,14,13,13,15
763,5,286,1770,1161829271716,2006-09-20 04:38:28.388144650,1484,587,255,356,286
764,5,97,1770,1161830343716,2006-09-20 04:38:35.812217513,1673,616,373,369,315
765,1,5,40,1161830986716,2006-09-20 04:38:40.265276143,35,17,8,4,6
766,1,26,160,1161831893716,2006-09-20 04:38:46.546651225,134,65,15,33,21
767,1,7,40,1161832313716,2006-09-20 04:38:49.455336488,33,13,8,8,4
768,1,1,10,1161833320716,2006-09-20 04:38:56.429255680,9,2,2,2,3
769,1,27,160,1161834696716,2006-09-20 04:39:05.958662639,133,37,33,33,30
770,1,2,40,1161834778716,2006-09-20 04:39:06.526548810,38,16,6,9,7
771,1,7,40,1161835371716,2006-09-20 04:39:10.633335385,33,13,7,8,5
772,1,2,30,1161835886716,2006-09-20 04:39:14.199937553,28,13,3,7,5
773,1,3,30,1161836128716,2006-09-20 04:39:15.875894301,27,12,6,4,5
774,2,83,490,1161855512716,2006-09-20 04:41:30.118644662,407,200,61,72,74
775,1,1,10,1161855733716,2006-09-20 04:41:31.649167146,9,3,2,2,2
776,1,1,10,1161856109716,2006-09-20 04:41:34.253133001,9,2,2,2,3
777,1,1,10,1161856230716,2006-09-20 04:41:35.091111375,9,1,2,2,4
778,1,1,10,1161856621716,2006-09-20 04:41:37.798958847,9,4,2,2,1
779,1,1,10,1161857137716,2006-09-20 04:41:41.372486456,9,3,2,2,2
780,1,1,10,1161857316716,2006-09-20 04:41:42.612140414,9,2,2,2,3
781,1,1,10,1161857574716,2006-09-20 04:41:44.398904219,9,1,2,2,4
782,1,1,10,1161857740716,2006-09-20 04:41:45.548527442,9,2,2,2,3
783,1,1,10,1161858122716,2006-09-20 04:41:48.194045944,9,3,2,2,2
784,2,37,490,1161858337716,2006-09-20 04:41:49.683015781,453,118,113,113,109
785,1,1,10,1161858817716,2006-09-20 04:41:53.007227511,9,2,2,2,3
786,1,1,10,1161859015716,2006-09-20 04:41:54.378464850,9,4,2,2,1
787,1,1,10,1161859248716,2006-09-20 04:41:55.992092627,9,1,2,2,4
788,1,1,10,1161859406716,2006-09-20 04:41:57.086312322,9,2,2,2,3
789,1,3,20,1161859568716,2006-09-20 04:41:58.208233781,17,5,4,4,4
790,1,12,170,1161888094716,2006-09-20 04:45:15.763366716,158,53,35,39,31
791,1,8,60,1161889935716,2006-09-20 04:45:28.513103789,52,23,10,13,6
792,1,1,10,1161890188716,2006-09-20 04:45:30.265240388,9,2,2,2,3
793,1,11,80,1161890501716,2006-09-20 04:45:32.432903453,69,26,16,15,12
794,5,93,1770,1161890715716,2006-09-20 04:45:33.914947850,1677,805,118,419,335
795,1,10,60,1161895955716,2006-09-20 04:46:10.204259235,50,24,9,9,8
796,1,11,60,1161896146716,2006-09-20 04:46:11.527018486,49,16,12,12,9
797,1,12,90,1161896349716,2006-09-20 04:46:12.932883030,78,29,19,15,15
798,5,273,1770,1161899093716,2006-09-20 04:46:31.936293420,1497,607,353,294,243
799,1,1,10,1161899941716,2006-09-20 04:46:37.809067476,9,1,2,2,4
800,1,1,10,1161900241716,2006-09-20 04:46:39.886699807,9,2,2,2,3
801,1,1,10,1161900453716,2006-09-20 04:46:41.354893321,9,1,2,2,4
802,1,1,10,1161900602716,2006-09-20 04:46:42.386784046,9,3,2,2,2
803,1,1,10,1161901116716,2006-09-20 04:46:45.946460773,9,3,2,2,2
804,1,5,50,1161901266716,2006-09-20 04:46:46.985276939,45,12,11,11,11
805,1,8,50,1161901464716,2006-09-20 04:46:48.356514278,42,16,9,9,8
806,1,9,50,1161901776716,2006-09-20 04:46:50.517251902,41,13,10,10,8
807,1,32,170,1161903327716,2006-09-20 04:47:01.258611055,138,28,34,34,42
808,1,2,20,1161903717716,2006-09-20 04:47:03.959533085,18,9,3,3,3
809,1,1,10,1161903750716,2006-09-20 04:47:04.188072642,9,2,2,2,3
810,1,11,60,1161903814716,2006-09-20 04:47:04.631300872,49,19,9,12,9
811,5,311,1770,1161904184716,2006-09-20 04:47:07.193714081,1459,418,364,364,313
812,1,1,20,1161904297716,2006-09-20 04:47:07.976288926,19,5,4,4,6
813,1,1,10,1161904369716,2006-09-20 04:47:08.474920685,9,3,2,2,2
814,1,1,10,1161904655716,2006-09-20 04:47:10.455596841,9,4,2,2,1
815,1,6,50,1161904973716,2006-09-20 04:47:12.657887112,44,18,9,10,7
816,1,6,50,1161904984716,2006-09-20 04:47:12.734066964,44,15,10,11,8
817,1,6,60,1161906640716,2006-09-20 04:47:24.202597432,54,16,13,13,12
818,1,3,60,1161906836716,2006-09-20 04:47:25.559983889,57,16,14,14,13
819,1,1,10,1161906889716,2006-09-20 04:47:25.927032267,9,1,2,2,4
820,1,10,60,1161907154716,2006-09-20 04:47:27.762274160,50,17,11,12,10
821,1,3,60,1161907749716,2006-09-20 04:47:31.882911617,57,27,10,10,10
822,1,6,60,1161907915716,2006-09-20 04:47:33.032534840,54,27,8,9,10
823,1,8,80,1161908013716,2006-09-20 04:47:33.711228068,72,20,18,18,16
824,1,7,60,1161908143716,2006-09-20 04:47:34.611535412,53,26,7,10,10
825,1,15,80,1161908732716,2006-09-20 04:47:38.690620222,65,29,10,14,12
826,1,1,10,1161910314716,2006-09-20 04:47:49.646668049,9,2,2,2,3
827,1,1,10,1161910994716,2006-09-20 04:47:54.355968000,9,4,2,2,1
828,1,9,60,1161911623716,2006-09-20 04:47:58.712070454,51,24,9,8,10
829,5,208,1770,1161914019716,2006-09-20 04:48:15.305427340,1562,638,222,390,312
830,1,4,50,1161916635716,2006-09-20 04:48:33.422381268,46,21,10,8,7
831,1,1,10,1161930030716,2006-09-20 04:50:06.188664857,9,3,2,2,2
832,1,1,10,1161930353716,2006-09-20 04:50:08.425582334,9,4,2,2,1
833,1,3,40,1161931392716,2006-09-20 04:50:15.621115641,37,9,9,9,10
834,1,6,50,1161931534716,2006-09-20 04:50:16.604528278,44,21,11,9,3
835,1,5,50,1161931867716,2006-09-20 04:50:18.910700166,45,21,4,11,9
836,1,1,10,1161932151716,2006-09-20 04:50:20.877525439,9,1,2,2,4
837,2,53,510,1161934426716,2006-09-20 04:50:36.632903951,457,120,114,114,109
838,1,8,60,1161935161716,2006-09-20 04:50:41.723103162,52,25,11,8,8
839,1,1,10,1161935727716,2006-09-20 04:50:45.642902827,9,2,2,2,3
840,1,3,60,1161936170716,2006-09-20 04:50:48.710873236,57,11,14,14,18
841,1,58,390,1161937126716,2006-09-20 04:50:55.331594932,332,143,41,83,65
842,1,4,60,1161937269716,2006-09-20 04:50:56.321933010,56,27,5,14,10
843,1,1,10,1161975840716,2006-09-20 04:55:23.443121836,9,2,2,2,3
844,1,1,10,1161976090716,2006-09-20 04:55:25.174482112,9,3,2,2,2
845,1,1,10,1161976790716,2006-09-20 04:55:30.022290885,9,3,2,2,2
846,1,6,100,1161978952716,2006-09-20 04:55:44.995094552,94,21,23,23,27
847,1,1,10,1161979615716,2006-09-20 04:55:49.586662004,9,1,2,2,4
848,1,12,100,1161979706716,2006-09-20 04:55:50.216877144,88,24,22,22,20
849,1,13,100,1161980105716,2006-09-20 04:55:52.980128145,87,39,16,17,15
850,1,1,10,1161980293716,2006-09-20 04:55:54.282111072,9,4,2,2,1
851,1,1,10,1161980632716,2006-09-20 04:55:56.629835607,9,2,2,2,3
852,1,1,10,1161980779716,2006-09-20 04:55:57.647875449,9,2,2,2,3
853,1,1,10,1161980886716,2006-09-20 04:55:58.388897647,9,3,2,2,2
854,1,8,100,1161980986716,2006-09-20 04:55:59.081441758,92,31,21,23,17
855,1,1,10,1161981720716,2006-09-20 04:56:04.164715528,9,1,2,2,4
856,1,5,100,1161982426716,2006-09-20 04:56:09.054076947,95,41,18,20,16
857,1,12,100,1161982578716,2006-09-20 04:56:10.106743995,88,34,21,20,13
858,1,1,10,1161983114716,2006-09-20 04:56:13.818780427,9,4,2,2,1
859,1,1,10,1161983347716,2006-09-20 04:56:15.432408204,9,1,2,2,4
860,1,1,10,1161984571716,2006-09-20 04:56:23.909148116,9,1,2,2,4
861,1,1,10,1161985606716,2006-09-20 04:56:31.076979659,9,3,2,2,2
862,1,1,10,1161986096716,2006-09-20 04:56:34.470445800,9,3,2,2,2
863,1,3,30,1161986872716,2006-09-20 04:56:39.844588096,27,12,6,6,3
864,1,1,10,1161988119716,2006-09-20 04:56:48.480613153,9,3,2,2,2
865,1,8,60,1161988348716,2006-09-20 04:56:50.066539166,52,17,13,12,10
866,5,129,1770,1161989173716,2006-09-20 04:56:55.780028077,1641,566,403,394,278
867,1,6,90,1161991995716,2006-09-20 04:57:15.323622873,84,16,21,21,26
868,1,17,100,1161992677716,2006-09-20 04:57:20.046773706,83,30,20,18,15
869,5,339,1770,1161996970716,2006-09-20 04:57:49.777692365,1431,576,307,349,199
870,1,1,10,1161997701716,2006-09-20 04:57:54.840189813,9,2,2,2,3
871,1,20,230,1161998915716,2006-09-20 04:58:03.247675313,210,73,50,50,37
872,1,1,10,1161999188716,2006-09-20 04:58:05.138320734,9,3,2,2,2
873,1,6,60,1161999719716,2006-09-20 04:58:08.815729961,54,25,9,13,7
874,5,95,1770,1162000482716,2006-09-20 04:58:14.099841523,1675,499,418,418,340
875,1,1,10,1162000806716,2006-09-20 04:58:16.343684441,9,2,2,2,3
876,1,1,10,1162001098716,2006-09-20 04:58:18.365913243,9,1,2,2,4
877,1,1,10,1162002148716,2006-09-20 04:58:25.637626402,9,2,2,2,3
878,1,1,10,1162002283716,2006-09-20 04:58:26.572560952,9,3,2,2,2
879,1,1,10,1162002548716,2006-09-20 04:58:28.407802844,9,3,2,2,2
880,1,1,10,1162002779716,2006-09-20 04:58:30.007579739,9,4,2,2,1
881,5,266,1770,1162002850716,2006-09-20 04:58:30.499286058,1504,306,376,376,446
882,1,1,10,1162002923716,2006-09-20 04:58:31.004843258,9,2,2,2,3
883,1,1,10,1162003048716,2006-09-20 04:58:31.870523396,9,3,2,2,2
884,1,1,10,1162003106716,2006-09-20 04:58:32.272198980,9,1,2,2,4
885,1,1,10,1162003239716,2006-09-20 04:58:33.193282647,9,3,2,2,2
886,1,1,10,1162003406716,2006-09-20 04:58:34.349831311,9,1,2,2,4
887,5,190,2220,1162003948716,2006-09-20 04:58:38.103420390,2030,552,507,507,464
888,1,1,10,1162004219716,2006-09-20 04:58:39.980214929,9,4,2,2,1
889,1,1,10,1162004479716,2006-09-20 04:58:41.780829616,9,1,2,2,4
890,1,1,10,1162006759716,2006-09-20 04:58:57.570835333,9,3,2,2,2
891,1,1,10,1162007958716,2006-09-20 04:59:05.874439217,9,4,2,2,1
892,1,1,10,1162011732716,2006-09-20 04:59:32.011053944,9,1,2,2,4
893,1,1,10,1162015328716,2006-09-20 04:59:56.914940154,9,4,2,2,1
894,1,1,10,1162027515716,2006-09-20 05:01:21.315290890,9,2,2,2,3
895,1,1,10,1162027643716,2006-09-20 05:01:22.201747351,9,2,2,2,3
896,1,1,10,1162027927716,2006-09-20 05:01:24.168572625,9,1,2,2,4
897,1,1,10,1162028053716,2006-09-20 05:01:25.041178204,9,3,2,2,2
898,1,1,10,1162031555716,2006-09-20 05:01:49.294072951,9,1,2,2,4
899,1,1,10,1162031631716,2006-09-20 05:01:49.820406474,9,4,2,2,1
900,1,1,10,1162031800716,2006-09-20 05:01:50.990806021,9,3,2,2,2
901,1,1,10,1162031926716,2006-09-20 05:01:51.863411600,9,2,2,2,3
902,1,1,10,1162033808716,2006-09-20 05:02:04.897091758,9,3,2,2,2
903,1,1,10,1162033960716,2006-09-20 05:02:05.949758806,9,2,2,2,3
904,1,1,10,1162100076716,2006-09-20 05:09:43.832222844,9,3,2,2,2
905,1,1,10,1162100161716,2006-09-20 05:09:44.420885338,9,3,2,2,2
906,1,1,10,1162100627716,2006-09-20 05:09:47.648140893,9,3,2,2,2
907,1,9,90,1162100707716,2006-09-20 05:09:48.202176181,81,27,18,20,16
908,5,157,1770,1162100856716,2006-09-20 05:09:49.234066906,1613,614,326,394,279
909,1,3,30,1162152388716,2006-09-20 05:15:46.115897882,27,7,6,6,8
910,1,1,10,1162153578716,2006-09-20 05:15:54.357172796,9,4,2,2,1
911,1,1,10,1162154079716,2006-09-20 05:15:57.826818789,9,2,2,2,3
912,1,1,10,1162154598716,2006-09-20 05:16:01.421122722,9,2,2,2,3
913,1,1,10,1162154873716,2006-09-20 05:16:03.325619025,9,4,2,2,1
914,3,116,880,1162155061716,2006-09-20 05:16:04.627601953,764,175,191,191,207
915,1,1,10,1162155768716,2006-09-20 05:16:09.523888814,9,1,2,2,4
916,1,1,10,1162156302716,2006-09-20 05:16:13.222074363,9,2,2,2,3
917,1,23,120,1162157254716,2006-09-20 05:16:19.815094294,97,48,19,17,13
918,1,31,190,1162158001716,2006-09-20 05:16:24.988398799,159,62,27,39,31
919,1,1,10,1162158020716,2006-09-20 05:16:25.119982180,9,2,2,2,3
920,1,1,10,1162162030716,2006-09-20 05:16:52.891001007,9,3,2,2,2
921,1,1,10,1162172331716,2006-09-20 05:18:04.229969821,9,1,2,2,4
922,1,22,120,1162173691716,2006-09-20 05:18:13.648569722,98,32,23,24,19
923,1,1,10,1162175046716,2006-09-20 05:18:23.032542418,9,4,2,2,1
924,1,1,10,1162175374716,2006-09-20 05:18:25.304087100,9,2,2,2,3
925,1,1,10,1162175946716,2006-09-20 05:18:29.265439412,9,1,2,2,4
926,1,1,10,1162176151716,2006-09-20 05:18:30.685154838,9,1,2,2,4
927,1,27,210,1162176359716,2006-09-20 05:18:32.125646588,183,74,36,42,31
928,1,56,390,1162176762716,2006-09-20 05:18:34.916599353,334,87,83,83,81
929,5,156,1770,1162176878716,2006-09-20 05:18:35.719950521,1614,556,336,401,321
930,1,2,40,1162177485716,2006-09-20 05:18:39.923693271,38,16,6,9,7
931,1,1,10,1162178109716,2006-09-20 05:18:44.245168520,9,1,2,2,4
932,1,1,10,1162178591716,2006-09-20 05:18:47.583231132,9,2,2,2,3
933,1,1,10,1162179189716,2006-09-20 05:18:51.724644913,9,3,2,2,2
934,1,1,10,1162180601716,2006-09-20 05:19:01.503367752,9,1,2,2,4
935,1,4,50,1162180771716,2006-09-20 05:19:02.680692739,46,19,8,11,8
936,1,1,10,1162181093716,2006-09-20 05:19:04.910684775,9,1,2,2,4
937,1,1,10,1162181459716,2006-09-20 05:19:07.445396219,9,2,2,2,3
938,1,8,120,1162181670716,2006-09-20 05:19:08.906664292,112,55,23,16,18
939,1,1,10,1162182164716,2006-09-20 05:19:12.327832197,9,1,2,2,4
941,5,161,1770,1162182254716,2006-09-20 05:19:12.951121897,1609,698,263,353,295
940,1,1,10,1162182296716,2006-09-20 05:19:13.241990423,9,1,2,2,4
942,1,1,10,1162182554716,2006-09-20 05:19:15.028754228,9,3,2,2,2
943,1,1,10,1162182935716,2006-09-20 05:19:17.667347289,9,2,2,2,3
944,1,1,10,1162183954716,2006-09-20 05:19:24.724371774,9,3,2,2,2
945,1,1,10,1162184391716,2006-09-20 05:19:27.750789536,9,4,2,2,1
946,1,1,10,1162190889716,2006-09-20 05:20:12.752305831,9,2,2,2,3
947,1,1,10,1162191115716,2006-09-20 05:20:14.317455520,9,4,2,2,1
948,1,1,10,1162191292716,2006-09-20 05:20:15.543258595,9,1,2,2,4
949,1,1,10,1162191386716,2006-09-20 05:20:16.194250059,9,1,2,2,4
950,1,1,10,1162192315716,2006-09-20 05:20:22.627984845,9,1,2,2,4
951,1,1,10,1162192491716,2006-09-20 05:20:23.846862479,9,3,2,2,2
952,1,3,50,1162192724716,2006-09-20 05:20:25.460490257,47,18,9,11,9
953,1,87,470,1162233589716,2006-09-20 05:25:08.468640975,383,92,95,95,101
954,1,1,10,1162235943716,2006-09-20 05:25:24.771129334,9,2,2,2,3
955,1,1,10,1162236032716,2006-09-20 05:25:25.387493593,9,1,2,2,4
956,1,5,40,1162236215716,2006-09-20 05:25:26.654849315,35,16,5,8,6
957,1,11,210,1162236534716,2006-09-20 05:25:28.864065027,199,92,29,39,39
958,1,29,390,1162236846716,2006-09-20 05:25:31.024802651,361,122,81,89,69
959,2,184,1150,1162237574716,2006-09-20 05:25:36.066523775,966,474,86,233,173
960,1,1,10,1162237839716,2006-09-20 05:25:37.901765668,9,3,2,2,2
961,1,1,10,1162238965716,2006-09-20 05:25:45.699812351,9,4,2,2,1
962,1,6,70,1162241837716,2006-09-20 05:26:05.589679202,64,22,14,16,12
963,1,2,20,1162242297716,2006-09-20 05:26:08.775382110,18,5,4,4,5
964,1,1,10,1162242628716,2006-09-20 05:26:11.067703115,9,3,2,2,2
965,1,1,10,1162243653716,2006-09-20 05:26:18.166280247,9,4,2,2,1
966,1,6,40,1162245051716,2006-09-20 05:26:27.848046911,34,8,8,8,10
967,1,4,50,1162245802716,2006-09-20 05:26:33.049053180,46,14,11,11,10
968,1,1,10,1162246563716,2006-09-20 05:26:38.319313860,9,2,2,2,3
969,1,25,210,1162247210716,2006-09-20 05:26:42.800074254,185,91,34,44,16
970,1,31,210,1162247579716,2006-09-20 05:26:45.355562022,179,56,44,44,35
971,1,40,210,1162252495716,2006-09-20 05:27:19.401030489,170,38,42,42,48
972,1,7,50,1162253903716,2006-09-20 05:27:29.152051564,43,15,10,10,8
973,1,17,210,1162254088716,2006-09-20 05:27:30.433258168,193,70,46,42,35
974,1,11,210,1162254673716,2006-09-20 05:27:34.484641214,199,85,45,48,21
975,1,1,10,1162257872716,2006-09-20 05:27:56.639127306,9,3,2,2,2
976,1,29,210,1162258705716,2006-09-20 05:28:02.408019746,181,87,29,41,24
977,1,22,390,1162259525716,2006-09-20 05:28:08.086881451,368,179,49,68,72
978,1,48,390,1162260669716,2006-09-20 05:28:16.009586074,342,140,57,84,61
979,1,4,30,1162260693716,2006-09-20 05:28:16.175796661,26,5,6,6,9
980,1,1,10,1162261563716,2006-09-20 05:28:22.200930421,9,1,2,2,4
981,1,1,10,1162262083716,2006-09-20 05:28:25.802159796,9,1,2,2,4
982,1,1,10,1162262265716,2006-09-20 05:28:27.062590076,9,1,2,2,4
983,1,1,20,1162264842716,2006-09-20 05:28:44.909451802,19,5,4,4,6
984,1,1,10,1162267630716,2006-09-20 05:29:04.217581600,9,4,2,2,1
985,1,1,10,1162267895716,2006-09-20 05:29:06.052823493,9,2,2,2,3
986,1,1,10,1162268275716,2006-09-20 05:29:08.684491112,9,1,2,2,4
987,2,120,1050,1162270112716,2006-09-20 05:29:21.406526420,930,224,232,232,242
988,1,1,10,1162270894716,2006-09-20 05:29:26.822221364,9,3,2,2,2
989,1,1,10,1162271731716,2006-09-20 05:29:32.618815568,9,3,2,2,2
990,1,35,210,1162273937716,2006-09-20 05:29:47.896338643,175,84,17,42,32
991,1,20,130,1162274435716,2006-09-20 05:29:51.345208313,110,51,15,23,21
992,1,22,250,1162274455716,2006-09-20 05:29:51.483717135,228,56,57,57,58
993,1,18,130,1162274914716,2006-09-20 05:29:54.662494602,112,40,26,27,19
994,1,1,10,1162275287716,2006-09-20 05:29:57.245684134,9,3,2,2,2
995,1,8,140,1162275459716,2006-09-20 05:29:58.436860004,132,42,32,32,26
996,1,13,70,1162275788716,2006-09-20 05:30:00.715330127,57,27,12,9,9
997,1,4,70,1162276101716,2006-09-20 05:30:02.882993193,66,20,16,16,14
998,1,55,290,1162276307716,2006-09-20 05:30:04.309634060,235,67,58,58,52
999,5,229,1960,1162279703716,2006-09-20 05:30:27.828432050,1731,426,432,432,441
1000,1,2,30,1162280990716,2006-09-20 05:30:36.741474751,28,11,5,7,5
1001,1,3,30,1162281659716,2006-09-20 05:30:41.374594849,27,10,6,6,5
1002,1,72,400,1162282410716,2006-09-20 05:30:46.575601118,328,144,42,77,65
1003,1,33,210,1162325261716,2006-09-20 05:35:43.337677870,177,52,44,44,37
1004,1,1,10,1162326140716,2006-09-20 05:35:49.425140601,9,1,2,2,4
1005,1,1,10,1162326239716,2006-09-20 05:35:50.110759270,9,4,2,2,1
1006,1,44,290,1162326610716,2006-09-20 05:35:52.680097919,246,63,61,61,61
1007,1,12,70,1162327024716,2006-09-20 05:35:55.547230537,58,19,14,14,11
1008,1,48,550,1162328351716,2006-09-20 05:36:04.737290882,502,208,94,114,86
1009,1,1,10,1162329485716,2006-09-20 05:36:12.590741094,9,4,2,2,1
1010,1,4,60,1162329854716,2006-09-20 05:36:15.146228861,56,20,14,13,9
1011,1,1,10,1162330502716,2006-09-20 05:36:19.633914697,9,1,2,2,4
1012,5,329,1720,1162330750716,2006-09-20 05:36:21.351424090,1391,684,167,268,272
1013,1,11,210,1162333072716,2006-09-20 05:36:37.432298334,199,52,49,49,49
1014,1,1,10,1162338620716,2006-09-20 05:37:15.854645580,9,3,2,2,2
1015,1,1,10,1162339019716,2006-09-20 05:37:18.617896580,9,1,2,2,4
1016,1,3,40,1162339371716,2006-09-20 05:37:21.055651849,37,13,8,9,7
1017,1,1,10,1162340202716,2006-09-20 05:37:26.810693406,9,3,2,2,2
1018,1,1,10,1162340392716,2006-09-20 05:37:28.126527216,9,4,2,2,1
1019,1,1,10,1162340651716,2006-09-20 05:37:29.920216462,9,4,2,2,1
1020,1,1,10,1162344355716,2006-09-20 05:37:55.572050312,9,2,2,2,3
1021,1,16,170,1162349992716,2006-09-20 05:38:34.610761815,154,52,38,35,29
1022,1,1,10,1162415394716,2006-09-20 05:46:07.548460906,9,3,2,2,2
1023,1,1,10,1162415740716,2006-09-20 05:46:09.944663528,9,2,2,2,3
1024,1,1,10,1162416168716,2006-09-20 05:46:12.908752320,9,4,2,2,1
1025,1,49,410,1162417151716,2006-09-20 05:46:19.716460925,361,110,89,90,72
1026,10,557,3110,1162417620716,2006-09-20 05:46:22.964492803,2553,911,596,552,494
1027,1,5,30,1162418861716,2006-09-20 05:46:31.558965213,25,10,6,6,3
1028,1,1,10,1162419068716,2006-09-20 05:46:32.992531522,9,4,2,2,1
1029,3,209,1200,1162420042716,2006-09-20 05:46:39.737911157,991,385,205,236,165
1030,1,21,390,1162421587716,2006-09-20 05:46:50.437717663,369,75,92,92,110
1031,1,54,390,1162423579716,2006-09-20 05:47:04.233196343,336,103,84,83,66
1032,1,33,400,1162440311716,2006-09-20 05:49:00.109676896,367,127,82,88,70
1033,1,14,210,1162440790716,2006-09-20 05:49:03.426963185,196,77,45,42,32
1034,1,1,10,1162441125716,2006-09-20 05:49:05.746985955,9,1,2,2,4
1035,1,26,170,1162441213716,2006-09-20 05:49:06.356424772,144,31,36,36,41
1036,1,1,10,1162441365716,2006-09-20 05:49:07.409091820,9,1,2,2,4
1037,1,26,170,1162441424716,2006-09-20 05:49:07.817692845,144,49,31,36,28
1038,1,10,170,1162442657716,2006-09-20 05:49:16.356761726,160,44,40,40,36
1039,1,1,10,1162443012716,2006-09-20 05:49:18.815293318,9,2,2,2,3
1040,1,1,10,1162444798716,2006-09-20 05:49:31.184131130,9,1,2,2,4
1041,1,1,10,1162492333716,2006-09-20 05:55:00.384974014,9,4,2,2,1
1042,1,19,200,1162501479716,2006-09-20 05:56:03.725058352,181,80,29,37,35
1043,1,58,410,1162502342716,2006-09-20 05:56:09.701714024,352,124,72,87,69
1044,1,58,320,1162502377716,2006-09-20 05:56:09.944104463,262,85,65,62,50
1045,2,129,910,1162503031716,2006-09-20 05:56:14.473342945,781,168,195,195,223
1046,1,1,10,1162503316716,2006-09-20 05:56:16.447093660,9,1,2,2,4
1047,1,1,10,1162503460716,2006-09-20 05:56:17.444357179,9,2,2,2,3
1048,1,1,10,1162503493716,2006-09-20 05:56:17.672896735,9,4,2,2,1
1049,1,10,200,1162503889716,2006-09-20 05:56:20.415371412,190,69,38,47,36
1050,1,1,10,1162503982716,2006-09-20 05:56:21.059437435,9,3,2,2,2
1051,1,1,10,1162504184716,2006-09-20 05:56:22.458376538,9,2,2,2,3
1052,1,1,10,1162504687716,2006-09-20 05:56:25.941873414,9,4,2,2,1
1053,1,25,150,1162505283716,2006-09-20 05:56:30.069436312,125,53,29,18,25
1054,1,19,100,1162505723716,2006-09-20 05:56:33.116630397,81,36,20,17,8
1055,1,1,10,1162505836716,2006-09-20 05:56:33.899205242,9,4,2,2,1
1056,1,64,390,1162506702716,2006-09-20 05:56:39.896637238,326,120,71,78,57
1057,1,1,10,1162506754716,2006-09-20 05:56:40.256760176,9,2,2,2,3
1058,1,1,10,1162507900716,2006-09-20 05:56:48.193315681,9,2,2,2,3
1059,1,1,10,1162508815716,2006-09-20 05:56:54.530094291,9,1,2,2,4
1060,1,1,10,1162509896716,2006-09-20 05:57:02.016496125,9,3,2,2,2
1061,1,1,10,1162510790716,2006-09-20 05:57:08.207840472,9,3,2,2,2
1062,1,1,10,1162511395716,2006-09-20 05:57:12.397732340,9,4,2,2,1
1063,1,3,30,1162512423716,2006-09-20 05:57:19.517085795,27,9,6,6,6
